Código CCN,Código CNH,Nombre,Comunidad Autónoma,Provincia,Municipio,Dirección,Código Postal,Teléfono,Número de camas instaladas,Tipo de Centro,Dependencia Funcional,Observaciones,Concierto,Acreditación Docente
0925000571,250077,CLINICA PSIQUIATRICA BELLAVISTA,Cataluña,Lleida,Lleida,AVENIDA ROVIRA ROURE 116,25198,973231698,75,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0925000572,250019,HOSPITAL UNIVERSITARI ARNAU DE VILANOVA DE LLEIDA,Cataluña,Lleida,Lleida,AVENIDA ALCALDE  ROVIRA  ROURE 80,25198,973248100,570,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0925000574,250045,VITHAS HOSPITAL MONTSERRAT,Cataluña,Lleida,Lleida,CALLE BISBE TORRES 13,25002,973266300,47,Hospitales Generales,Privados,,Sin concierto,NO
0925000575,250058,"CLINICA PERPETUO SOCORRO DE LERIDA, GRUPO HLA, SLU",Cataluña,Lleida,Lleida,CALLE BISBE MESSEGUER 3,25003,973266100,64,Hospitales Generales,Privados,,Sin concierto,NO
0925000576,250024,HOSPITAL SANTA MARIA,Cataluña,Lleida,Lleida,AVENIDA ALCALDE ROVIRA ROURE 44,25198,973727222,251,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0925000577,250061,CLINICA MI NOVA ALIANÇA,Cataluña,Lleida,Lleida,AVENIDA ENRIC PRAT DE LA RIBA 79-81,25004,973232943,50,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0925000578,250117,FUNDACIO SANT HOSPITAL.,Cataluña,Lleida,"Seu d'Urgell, La",PASEO JOAN BRUDIEU 8,25700,973350050,88,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0925000579,250143,HOSPITAL COMARCAL DEL PALLARS,Cataluña,Lleida,Tremp,AVENIDA PAU CASALS 5,25620,973652255,63,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0925000580,250156,ESPITAU VAL D'ARAN,Cataluña,Lleida,Vielha e Mijaran,"CALLE ESPITAU, 8",25530,973640004,40,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0925000581,250138,"CENTRE SANITARI DEL SOLSONES, FPC",Cataluña,Lleida,Solsona,"PLAZA ANTONI GUITART, 1",25280,973481172,32,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0925000582,250169,HESTIA BALAGUER.,Cataluña,Lleida,Balaguer,CALLE GREGORI GALLEGO 22-28,25600,973450304,120,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0925000583,250175,RESIDENCIA TERRAFERMA,Cataluña,Lleida,Alpicat,CALLE PARTIDA DEL GRAO S/N,25110,973737455,137,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0925000584,250181,"CASTELL D'OLIANA RESIDENCIAL,S.L",Cataluña,Lleida,Oliana,CARRETERA DE LLEIDA A PUIGCERDA .,25790,973463030,20,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0925000586,250209,HOSPITAL JAUME NADAL MEROLES,Cataluña,Lleida,Lleida,CALLE ACADEMIA 41,25002,973289333,126,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0925000909,250232,HOSPITAL SANT JOAN DE DEU LLEIDA,Cataluña,Lleida,Lleida,AVENIDA CANADENCA 28,25001,973740010,130,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0925001345,250243,AVANTMEDIC,Cataluña,Lleida,Lleida,CALLE ALFRED PERENYA 10,25008,973728292,19,Otros Centros con Internamiento,Privados,,Sin concierto,NO
0925001398,250254,ACOMPANYA'M LLEIDA,Cataluña,Lleida,Lleida,TRANSVERSAL D'EXTREMADURA 13,25001,932142124,31,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0943000750,430108,CENTRE MQ REUS,Cataluña,Tarragona,Reus,CALLE ANTONI GAUDI 26,43203,977010800,50,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0943000751,430115,"VILLABLANCA SERVEIS ASSISTENCIALS, SA",Cataluña,Tarragona,Reus,PARTIDA BELLISENS S/N,43204,977391810,350,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0943000752,430120,"INSTITUT PERE MATA, S.A",Cataluña,Tarragona,Reus,CARRETERA DE L'INSTITUT PERE MATA S/N,43206,977338565,727,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),SI
0943000753,430069,CLINICA ACTIVA MUTUA 2008,Cataluña,Tarragona,Tarragona,CALLE PIN I SOLER 12,43002,977217900,22,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
0943000754,430043,HOSPITAL DE SANT PAU I SANTA TECLA,Cataluña,Tarragona,Tarragona,RAMBLA VELLA 14,43003,977259900,187,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0943000755,430017,HOSPITAL UNIVERSITARI JOAN XXIII DE TARRAGONA,Cataluña,Tarragona,Tarragona,"CALLE DOCTOR MALLAFRE GUASCH, 4",43005,977295800,372,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0943000756,430022,HOSPITAL SOCIOSANITARI FRANCOLI,Cataluña,Tarragona,Tarragona,CALLE JOAN PAU II 2,43005,977232714,156,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0943000757,430056,HOSPITAL VIAMED TARRAGONA,Cataluña,Tarragona,Tarragona,AVENIDA JOSEP MARIA RECASENS S/N,43006,977225012,98,Hospitales Generales,Privados,,Sin concierto,SI
0943000758,430173,HOSPITAL DE LA SANTA CREU,Cataluña,Tarragona,Tortosa,PASEO MOSSEN VALLS BARTOMEU 1,43590,977500533,250,Hospitales de media y larga estancia,Municipio,,Red de utilización pública (RUP),SI
0943000759,430189,CLINICA TERRES DE L'EBRE,Cataluña,Tarragona,Tortosa,PLAZA JOAQUIM  BAU 6-8,43500,977588200,40,Hospitales Generales,Municipio,,Red de utilización pública (RUP),SI
0943000760,430167,HOSPITAL DE TORTOSA VERGE DE LA CINTA,Cataluña,Tarragona,Tortosa,CALLE ESPLANETES 44,43500,977519100,248,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),SI
0943000761,430081,HOSPITAL COMARCAL MORA D'EBRE,Cataluña,Tarragona,Móra d'Ebre,CALLE BENET MESSEGUER S/N,43740,977401863,120,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
0943000762,430228,PIUS HOSPITAL DE VALLS,Cataluña,Tarragona,Valls,PLAZA SANT FRANCESC S/N,43800,977613000,142,Hospitales Generales,Privados,,Red de utilización pública (RUP),SI
0943000763,430234,RESIDENCIA ALT CAMP,Cataluña,Tarragona,Valls,CAMINO DEL BOSC S/N,43800,977600292,50,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0943000764,430213,POLICLINICA COMARCAL DEL VENDRELL.,Cataluña,Tarragona,Santa Oliva,AVENIDA SANTA OLIVA 1-13,43710,977660140,136,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0943000765,430249,CENTRE SOCIOSANITARI CIUTAT DE REUS,Cataluña,Tarragona,Reus,CAMINO DE TARRAGONA 10-12,43204,977300021,85,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0943000766,430252,HOSPITAL COMARCAL D'AMPOSTA,Cataluña,Tarragona,Amposta,CALLE JACINT VERDAGUER 11,43870,977700050,103,Hospitales Generales,Municipio,,Red de utilización pública (RUP),NO
0943000769,430265,CENTRE SOCIOSANITARI LLEVANT,Cataluña,Tarragona,Tarragona,CALLE JOAN FUSTER ORTELLS S/N,43007,977239412,60,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0943000770,430276,RESIDENCIA VILA-SECA,Cataluña,Tarragona,Vila-seca,CALLE REQUET DE FELIX 35,43480,977395825,35,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0943000771,430298,HOSPITAL DEL VENDRELL,Cataluña,Tarragona,"Vendrell, El",CARRETERA N-340 1193,43700,977257900,120,Hospitales Generales,Privados,,Red de utilización pública (RUP),NO
0943000772,430287,UNITAT POLIVALENT EN SALUT MENTAL D'AMPOSTA,Cataluña,Tarragona,Amposta,CALLE AMERICA 15,43870,977338565,127,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Red de utilización pública (RUP),NO
0943000775,430300,CENTRE SOCIOSANITARI I RESIDENCIA ASSISTIDA SALOU,Cataluña,Tarragona,Salou,AVENIDA PAU CASALS 4,43840,977385403,45,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),SI
0943000777,430322,RESIDENCIA SANTA TECLA PONENT,Cataluña,Tarragona,Tarragona,CALLE MENORCA 26,43006,977540678,70,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
0943001036,430094,HOSPITAL UNIVERSITARI DE SANT JOAN DE REUS,Cataluña,Tarragona,Reus,AVENIDA JOSEP LAPORTE 2,43204,977310300,313,Hospitales Generales,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),SI
0943002180,430355,CENTRO ZEUS,Cataluña,Tarragona,Ulldecona,CARRETERA TV-3319 (ELS RAJOLARS) S/N,43550,643771223,16,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
0943002181,430344,LLARGA ESTADA GIPSS,Cataluña,Tarragona,Tarragona,CALLE MATERNITAT D'ELNA 1,43005,977234531,32,Hospitales de media y larga estancia,Otras Entidades u o rganismos Públicos,,Red de utilización pública (RUP),NO
1003000098,030351,HOSPITAL LA PEDRERA,Comunidad Valenciana,Alicante,Dénia,PARTIDA PLANA EST 4,03700,965579702;966467170,107,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1003000121,030187,HOSPITAL SANT VICENT DEL RASPEIG,Comunidad Valenciana,Alicante,San Vicente del Raspeig/Sant Vicent del Raspeig,CALLE LILLO JUAN 137,03690,965907700,179,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1003000129,030041,VITHAS HOSPITAL PERPETUO INTERNACIONAL,Comunidad Valenciana,Alicante,Alicante/Alacant,PLAZA DOCTOR GOMEZ ULLA 15,03013,699507150;965230331,103,Hospitales Generales,Privados,,Sin concierto,NO
1003000134,030036,CLINICA VISTAHERMOSA GRUPO HLA,Comunidad Valenciana,Alicante,Alicante/Alacant,AVENIDA DENIA 103,03015,649303489;965268000,106,Hospitales Generales,Privados,,Concierto parcial,NO
1003000135,030067,HOSPITAL GENERAL UNIVERSITARIO VIRGEN DE LOS LIRIOS,Comunidad Valenciana,Alicante,Alcoy/Alcoi,CALLE CARAMANXEL S/N,03804,965537400;965537499,305,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000136,030204,HOSPITAL UNIVERSITARIO MARINA BAIXA DE LA VILA JOIOSA,Comunidad Valenciana,Alicante,"Villajoyosa/Vila Joiosa, la",AVENIDA ALCALDE EN JAUME BOTELLA MAYOR 7,03570,966859858;966907200,270,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000142,030152,HOSPITAL GENERAL UNIVERSITARIO DE ELCHE,Comunidad Valenciana,Alicante,Elche/Elx,CALLE CAMI ALMAZARA 11,03203,966616211;966616900,408,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1003000144,030092,HOSPITAL CLINICA BENIDORM,Comunidad Valenciana,Alicante,Benidorm,AVENIDA ALFONSO PUCHADES 8,03501,965853850;966831004,163,Hospitales Generales,Privados,,Sin concierto,NO
1003000161,030211,HOSPITAL UNIVERSITARIO VEGA BAJA DE ORIHUELA,Comunidad Valenciana,Alicante,Orihuela,CARRETERA ORIHUELA-ALMORADI S/N,03314,966749000;966749054,336,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000167,030298,HOSPITAL QUIRONSALUD TORREVIEJA,Comunidad Valenciana,Alicante,Torrevieja,PARTIDA DE LA LOMA S/N,03184,966921313,132,Hospitales Generales,Privados,,Concierto parcial,NO
1003000176,030328,HOSPITAL IMED LEVANTE,Comunidad Valenciana,Alicante,Benidorm,CALLE DR SANTIAGO RAMON Y CAJAL 7,03503,966878783;966878787,190,Hospitales Generales,Privados,,Sin concierto,SI
1003000177,030232,HOSPITAL PSIQUIATRICO PENITENCIARIO DE FONTCALENT,Comunidad Valenciana,Alicante,Alicante/Alacant,COMPLEJO CENTRO PENITENC. FONTCALEN 1,03113,965101230;965102222,432,Hospitales de salud mental y tratamiento de toxicomanías,Otros Centros o Establecimientos Públicos de Dependencia Estatal,,Red de utilización pública (RUP),SI
1003000179,030128,HOSPITAL SAN CARLOS DE DENIA GRUPO HLA,Comunidad Valenciana,Alicante,Dénia,PARTIDA MADRIGUERES SUD 8,03700,902300124;965781550,31,Hospitales Generales,Privados,,Concierto parcial,NO
1003000200,030165,HOSPITAL GENERAL UNIVERSITARIO DE ELDA-VIRGEN DE LA SALUD,Comunidad Valenciana,Alicante,Elda,CARRETERA SAX S/N,03600,966989000;966989010,513,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000220,030015,HOSPITAL GENERAL UNIVERSITARIO DR. BALMIS,Comunidad Valenciana,Alicante,Alicante/Alacant,AVENIDA PINTOR BAEZA 12,03010,965933000,807,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000229,030089,HOSPITAL IMED SAN JORGE,Comunidad Valenciana,Alicante,Alcoy/Alcoi,CALLE OLIVER 55,03802,965330400,26,Hospitales Generales,Privados,,Sin concierto,SI
1003000233,030339,HOSPITAL UNIVERSITARIO DE TORREVIEJA,Comunidad Valenciana,Alicante,Torrevieja,CARRETERA CARRETERA CV 95 S. MIGUEL SALINAS-TORREVIEJA PDA. LA CEÑUELA S/N,03186,965695500;966799433,269,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000237,030226,HOSPITAL MEDIMAR INTERNACIONAL,Comunidad Valenciana,Alicante,Alicante/Alacant,AVENIDA DENIA 78,03016,699507150;965230331,66,Hospitales Generales,Privados,,Sin concierto,NO
1003000247,030250,HOSPITAL UNIVERSITARIO SAN JUAN DE ALICANTE,Comunidad Valenciana,Alicante,Sant Joan d'Alacant,"CARRETERA C.NAL. 332, ALICANTE-VALENCIA S/N",03550,965169400,396,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000248,030340,HOSPITAL UNIVERSITARIO DE DENIA,Comunidad Valenciana,Alicante,Dénia,PARTIDA BENIADLA S/N,03700,966429101,266,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000254,030362,CENTRO DE REHABILITACION NEUROLOGICA CASAVERDE,Comunidad Valenciana,Alicante,Mutxamel,CALLE PONENT 15,03110,965950711,40,Hospitales especializados,Privados,,Sin concierto,NO
1003000255,030373,HOSPITAL UNIVERSITARIO VINALOPO,Comunidad Valenciana,Alicante,Elche/Elx,CALLE TONICO SANSANO MORA 14,03293,966679800,214,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1003000333,030384,HOSPITAL IMED ELCHE,Comunidad Valenciana,Alicante,Elche/Elx,CALLE MAX PLANCK S/N,03203,965503030;966915151,98,Hospitales Generales,Privados,,Sin concierto,SI
1003006642,030406,HOSPITAL INTERNACIONAL HCB DENIA,Comunidad Valenciana,Alicante,Dénia,AVENIDA GANDIA 45,03700,965853850,62,Hospitales Generales,Privados,,Sin concierto,NO
1012000178,120136,HOSPITAL UNIVERSITARIO DE LA PLANA,Comunidad Valenciana,Castellón,Vila-real,"CARRETERA VILA-REAL A BORRIANA KM 0,5",12540,964399775;964399845,264,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1012000180,120017,HOSPITAL GENERAL UNIVERSITARIO DE CASTELLON,Comunidad Valenciana,Castellón,Castelló de la Plana,AVENIDA BENICASIM S/N,12004,964725000;964726510,521,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1012000182,120038,HOSPITAL LA MAGDALENA,Comunidad Valenciana,Castellón,Castelló de la Plana,CAMINO COLLET 32,12004,964356800,128,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Red de utilización pública (RUP),NO
1012000183,120043,CONSORCIO HOSPITALARIO PROVINCIAL  UNIVERSITARIO DE CASTELLON,Comunidad Valenciana,Castellón,Castelló de la Plana,AVENIDA DOCTOR CLARA 19,12002,964354303;964359700,257,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Sin concierto,SI
1012000255,120159,HOSPITAL VITHAS CASTELLON,Comunidad Valenciana,Castellón,Castelló de la Plana,CALLE MARIA ROSA MOLAS 25,12004,639711835;964726000,96,Hospitales Generales,Privados,,Sin concierto,SI
1012000256,120148,INSTITUTO DE TRAUMATOLOGIA DE UNION DE MUTUAS (MATEPSS Nº 267),Comunidad Valenciana,Castellón,Castelló de la Plana,AVENIDA VIRGEN DE LIDON 67,12004,964231212,28,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Sin concierto,NO
1012000288,120115,HOSPITAL COMARCAL DE VINAROS,Comunidad Valenciana,Castellón,Vinaròs,AVENIDA GIL DE ATROCILLO S/N,12500,964400032;964477000,174,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000057,460060,CONSORCIO HOSPITAL GENERAL UNIVERSITARIO DE VALENCIA,Comunidad Valenciana,Valencia,València,AVENIDA TRES CREUS 2,46014,963131800,546,Hospitales Generales,Otros Centros o Establecimientos Públicos de Dependencia Autonómica,,Concierto parcial,SI
1046000096,460291,HOSPITAL 9 DE OCTUBRE,Comunidad Valenciana,Valencia,València,CALLE VALLE DE LA BALLESTERA 59,46015,963179100;963179200,300,Hospitales Generales,Privados,,Sin concierto,NO
1046000268,460207,HOSPITAL UNIVERSITARIO FRANCESC DE BORJA DE GANDIA,Comunidad Valenciana,Valencia,Gandia,AVENIDA MEDICINA (DE LA) 6,46702,962849500,285,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Concierto parcial,SI
1046000270,460381,COMPLEJO SANITARIO MISLATA QUART (ANTIGUO HOSPITAL MILITAR),Comunidad Valenciana,Valencia,Mislata,CALLE DOLORES IBARRURI 1,46920,963874693,116,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000278,460180,ITA GODELLA,Comunidad Valenciana,Valencia,Godella,AVENIDA JOAN PESET 31,46110,639634017;963638036,76,Hospitales de salud mental y tratamiento de toxicomanías,Privados,,Sin concierto,NO
1046000290,460288,HOSPITAL GENERAL UNIVERSITARIO DE REQUENA,Comunidad Valenciana,Valencia,Requena,CALLE CASABLANCA S/N,46340,962339180;962339181,113,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000319,460109,FUNDACION INSTITUTO VALENCIANO DE ONCOLOGIA,Comunidad Valenciana,Valencia,València,CALLE PROFESOR BELTRAN BAGUENA 8,46009,961114000;961114099,117,Hospitales especializados,Organizaciones No Gubernamentales,,Concierto sustitutorio,SI
1046000325,460023,HOSPITAL UNIVERSITARIO DR. PESET ALEIXANDRE,Comunidad Valenciana,Valencia,València,AVENIDA GASPAR AGUILAR 90,46017,963188906,539,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000342,460044,HOSPITAL CLINICO UNIVERSITARIO DE VALENCIA,Comunidad Valenciana,Valencia,València,AVENIDA BLASCO IBAÑEZ 17,46010,961973500,582,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000344,460116,HOSPITAL VITHAS VALENCIA CONSUELO,Comunidad Valenciana,Valencia,València,CALLE CALLOSA D'EN SARRIA 12,46007,963177800,156,Hospitales Generales,Privados,,Sin concierto,NO
1046000353,460229,HOSPITAL UNIVERSITARIO LLUIS ALCANYIS DE XATIVA,Comunidad Valenciana,Valencia,Xàtiva,CARRETERA XATIVA-SILLA S/N,46800,962289300;962289340,273,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000361,460057,HOSPITAL DE LA MALVA-ROSA,Comunidad Valenciana,Valencia,València,CALLE ISABEL DE VILLENA 2,46011,961925400;961925431,33,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046000362,460018,HOSPITAL UNIVERSITARIO Y POLITECNICO LA FE,Comunidad Valenciana,Valencia,València,AVENIDA FERNANDO ABRIL MARTORELL 106,46026,961244000;961244226,1000,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000383,460266,HOSPITAL UNIVERSITARIO DE SAGUNTO,Comunidad Valenciana,Valencia,Sagunto/Sagunt,CALLE RAMON Y CAJAL 46,46520,962339300;962339308,252,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000388,460333,HOSPITAL NISA AGUAS VIVAS,Comunidad Valenciana,Valencia,Carcaixent,"URBANIZACION VALL D'AIGUES VIVES, DE LA S/N",46740,962588800;962588933,96,Hospitales Generales,Privados,,Sin concierto,NO
1046000390,460327,HOSPITAL IMED GANDIA,Comunidad Valenciana,Valencia,Gandia,CALLE DAIMUS 26,46701,962874740,23,Hospitales Generales,Privados,,Sin concierto,SI
1046000414,460240,HOSPITAL INTERMUTUAL DE LEVANTE,Comunidad Valenciana,Valencia,San Antonio de Benagéber,"CARRETERA CTRA VALENCIA-ADEMUZ KM 11,700",46184,961350250;961350490,230,Hospitales especializados,Mútuas Colaboradoras con La Seguridad Social,,Concierto parcial,NO
1046000421,460137,HOSPITAL QUIRONSALUD VALENCIA,Comunidad Valenciana,Valencia,València,AVENIDA BLASCO IBAÑEZ 14,46010,963690600,88,Hospitales Generales,Privados,,Concierto parcial,NO
1046000423,460351,HOSPITAL UNIVERSITARIO DE LA RIBERA,Comunidad Valenciana,Valencia,Alzira,CARRETERA CORBERA 1,46600,962458100;962458234,364,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000556,460272,HOSPITAL DOCTOR MOLINER,Comunidad Valenciana,Valencia,Serra,CALLE PORTA COELI S/N,46118,961687900;961687912,186,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046000568,460082,HOSPITAL CATOLICO CASA DE SALUD,Comunidad Valenciana,Valencia,València,CALLE DOCTOR MANUEL CANDELA 41,46021,963897700;963897716,192,Hospitales Generales,Privados,,Sin concierto,NO
1046000576,460369,HOSPITAL PARE JOFRE,Comunidad Valenciana,Valencia,València,CALLE SAN LAZARO S/N,46017,961925241;961925242,155,Hospitales de media y larga estancia,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046000577,460235,HOSPITAL GENERAL DE ONTINYENT,Comunidad Valenciana,Valencia,Ontinyent,AVENIDA DE FRANCISCO CERDA 3,46870,962989200,56,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046000629,460168,HOSPITAL DE SALUD MENTAL PROVINCIAL,Comunidad Valenciana,Valencia,Bétera,CARRETERA BURJASSOT - TORRES TORRES KM 9,46117,961699080;963882649,30,Hospitales de salud mental y tratamiento de toxicomanías,Diputación o Cabildo,,Sin concierto,NO
1046000651,460039,HOSPITAL UNIVERSITARIO ARNAU DE VILANOVA,Comunidad Valenciana,Valencia,València,CALLE SANT CLEMENT 12,46015,961976000,282,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046000667,460370,HOSPITAL  UNIVERSITARIO DE MANISES,Comunidad Valenciana,Valencia,Manises,AVENIDA GENERALITAT VALENCIANA 50,46940,961845000;961845065,354,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,SI
1046006312,460392,HOSPITAL DE LLIRIA,Comunidad Valenciana,Valencia,Llíria,PARAJE CABEÇO DE L'AGUILA CV-35 S/N,46160,962718800,92,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046008287,460404,IMED VALENCIA,Comunidad Valenciana,Valencia,Burjassot,CALLE FERROCARRIL 57,46100,963003003;966878783,207,Hospitales Generales,Privados,,Sin concierto,SI
1046009364,460437,CLINICA IMSKE,Comunidad Valenciana,Valencia,València,CALLE SUIZA S/N,46024,646521270;963690000,18,Hospitales especializados,Privados,,Concierto parcial,NO
1046009450,460426,CENTRO HABILITADO ERNEST LLUCH,Comunidad Valenciana,Valencia,València,AVENIDA CAMPANAR 66,46015,961244226,165,Otros Centros con Internamiento,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto,NO
1046011007,460459,IMED COLON,Comunidad Valenciana,Valencia,València,CALLE ISABEL LA CATOLICA 12,46004,966878783,32,Hospitales Generales,Privados,,Sin concierto,SI
1046011151,460460,HOSPITAL INFANTO-JUVENIL J. PEIRON,Comunidad Valenciana,Valencia,"Pobla de Vallbona, la",CALLE DE LES MARESELVES 1,46185,633312734,30,Otros Centros con Internamiento,Privados,,Sin concierto,NO
1046011350,460473,HOSPITAL VITHAS VALENCIA TURIA,Comunidad Valenciana,Valencia,València,CALLE JOAQUIN BENLLOCH 89,46006,609937090;963179160,71,Hospitales Generales,Privados,,Concierto parcial,SI
1106000332,060021,HOSPITAL UNIVERSITARIO DE BADAJOZ,Extremadura,Badajoz,Badajoz,AVENIDA ELVAS 0,06006,924218100,438,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000566,060037,HOSPITAL MATERNO-INFANTIL,Extremadura,Badajoz,Badajoz,CALLE VIOLETA 1,06010,924215000,189,Hospitales especializados,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000744,060297,HOSPITAL PARQUE VEGAS ALTAS,Extremadura,Badajoz,Don Benito,AVENIDA MADRID 12,06400,924808482,21,Hospitales Generales,Privados,,Sin concierto,NO
1106000791,060080,HOSPITAL RIBERA ALMENDRALEJO,Extremadura,Badajoz,Almendralejo,CALLE MONSALUD 1,06200,924670017,45,Hospitales de media y larga estancia,Privados,,Red de utilización pública (RUP),NO
1106000792,060093,HOSPITAL DON BENITO-VILLANUEVA DE LA SERENA,Extremadura,Badajoz,Don Benito,CARRETERA DON BENITO VILLANUEVA 0,06400,924386800,252,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
1106000794,060114,HOSPITAL GENERAL DE LLERENA,Extremadura,Badajoz,Llerena,AVENIDA BADAJOZ 1,06900,924877000,141,Hospitales Generales,Servicios e Institutos de Salud de Las Comunidades Autónomas,,Sin concierto.,NO
